Date,Close,High,Low,Open,Volume
2018-01-02,80.88138580322266,81.55516415564568,80.16549853128693,81.34460767800891,2973145
2018-01-03,81.7516860961914,82.21490798100352,81.24634935091845,81.30250051818733,2753898
2018-01-04,83.98357391357422,84.33449941297025,82.25701903093693,82.42546065703078,4003075
2018-01-05,84.3064193725586,85.20479047269187,83.80108265871544,84.12393551533039,2482415
2018-01-08,84.9240493774414,85.07846062796978,84.2081621105659,84.83982559897471,2387301
2018-01-09,85.34516906738281,85.82242728297737,84.95213463690408,85.02231617446972,2813423
2018-01-10,84.50294494628906,85.41535241077713,84.29238846370924,85.33112862973785,2224640
2018-01-11,84.6573486328125,85.4574596872008,84.43275584771976,84.8538688047778,2407496
2018-01-12,85.93472290039062,85.93472290039062,84.89598269354698,85.0925028770149,2639323
2018-01-15,85.69609832763672,86.2014291803841,85.61187453883306,86.0470238509418,1737442
2018-01-16,86.32776641845703,87.1559501646778,85.8083933260586,85.97683496086741,3201667
2018-01-17,85.76628112792969,86.35583573730791,85.38727706901463,85.69609365108397,2511736
2018-01-18,86.32776641845703,86.76290978339527,85.66802430704507,86.1452825357134,2409866
2018-01-19,86.81906127929688,87.42265222133555,86.29968818495855,86.32776674089588,3056374
2018-01-22,87.28227233886719,87.35245386988286,86.8050141678146,86.9594194760856,1941850
2018-01-23,87.82971954345703,88.22275394424636,87.45071550908396,87.82971954345703,2828277
2018-01-24,86.34178924560547,88.12448917082574,86.29967438845087,88.0823802537074,2665176
2018-01-25,85.66800689697266,86.53829939001919,84.83981737902535,86.13122872360407,3182074
2018-01-26,84.9661636352539,85.8364562064608,84.46082690806735,85.62589973180278,3082129
2018-01-29,84.9661636352539,85.62589973180278,84.85386724477206,85.37323433822776,2125598
2018-01-30,85.05038452148438,85.48553379270281,84.58716263664842,84.85387028612503,3241165
2018-01-31,85.73819732666016,86.31371559345942,84.99423744179028,86.25757036744807,4869858
2018-02-01,84.75373077392578,87.0051154300589,84.60848153888118,86.90343912156123,4298294
2018-02-02,83.43194580078125,84.7537254348759,83.28669657488659,84.62300051691528,3251692
2018-02-05,82.35710144042969,83.08335380239865,82.16827312183352,82.95262886896865,3549553
2018-02-06,80.96269226074219,82.12469847419648,78.79845952978042,79.88783804993571,6941544
2018-02-07,81.55821228027344,81.99396610743887,80.86100861543052,81.6453642750174,3893346
2018-02-08,79.52470397949219,81.25318267212637,78.91465231464751,80.84648361108137,4583497
2018-02-09,77.72360229492188,79.80068294242126,77.27332413640829,79.16158262316485,5322847
2018-02-12,78.8565444946289,79.55374811419478,78.3336448532315,78.79844726627542,3306896
2018-02-13,78.40628814697266,79.1180100687863,78.40628814697266,78.6386832532136,2468538
2018-02-14,79.36493682861328,79.81520884958934,77.52025123126604,79.29230913668562,3831980
2018-02-15,79.96045684814453,80.80290972254265,79.5101787222022,80.2654796036476,2828531
2018-02-16,80.74481964111328,80.87554457879136,80.03309156566851,80.61409470343519,3325433
2018-02-19,80.51240539550781,81.6017837980933,80.33810755557802,81.50011364362425,1639650
2018-02-20,81.51464080810547,81.83418788360106,80.25095837474986,80.68671220967686,2840210
2018-02-21,80.70124053955078,81.5727421062798,80.42526022861865,81.52916917923754,2479019
2018-02-22,80.28001403808594,80.65767067300138,79.30683612477699,80.03308848236739,2966769
2018-02-23,80.4107437133789,80.73029698232585,80.03309320274455,80.57052342113008,1512777
2018-02-26,80.46884155273438,81.06436897174154,80.12023968698226,80.8755406561677,1989614
