Date,Close,High,Low,Open,Volume
2018-01-02,4.494649410247803,4.5188793028494265,4.385614604697391,4.3916722222693485,404126442
2018-01-03,4.48859167098999,4.524936508907117,4.4825343424253505,4.5067642343701015,348984978
2018-01-04,4.585511684417725,4.615798905962814,4.51887933486956,4.524936663641335,634437192
2018-01-05,4.609741687774658,4.621856634451942,4.573396847742807,4.60368407001446,364650074
2018-01-08,4.591568946838379,4.627913785473143,4.555224108203615,4.609741510577312,319174301
2018-01-09,4.59762716293335,4.6157994401950395,4.567339649039681,4.59762716293335,319619551
2018-01-10,4.633971214294434,4.670316051449151,4.561281539984997,4.5733964857032365,398473117
2018-01-11,4.646086692810059,4.646086692810059,4.597626904379898,4.615799180619647,293150264
2018-01-12,4.712718486785889,4.712718486785889,4.658201086853203,4.69454592386063,332063973
2018-01-15,4.749063014984131,4.815695067410102,4.688488001734236,4.736948070102765,500107413
2018-01-16,4.924729824066162,4.924729824066162,4.749062980153226,4.767235252920457,684154934
2018-01-17,4.9610748291015625,4.967132446480416,4.87021287916352,4.90655800575045,598218919
2018-01-18,5.100397109985352,5.112511766984665,4.985304691217859,5.027707434930917,643345879
2018-01-19,5.1367411613464355,5.1367411613464355,5.051936837503175,5.1125112720074855,506693104
2018-01-22,5.088281631469727,5.136741412517159,5.033764811055983,5.088281631469727,552615389
2018-01-23,5.3124098777771,5.330582154795141,5.045880452309894,5.045880452309894,804476473
2018-01-24,5.28817892074585,5.324524049141086,5.221546859321837,5.318466431460844,506805148
2018-01-25,5.191259384155273,5.294236574679684,5.154914833197377,5.294236574679684,567734687
2018-01-26,5.482018947601318,5.5001912239665085,5.22154714972652,5.233662385760812,981149841
2018-01-29,5.524420261383057,5.687972456357771,5.427500698888187,5.542592534929305,767985586
2018-01-30,5.366926193237305,5.488076235548903,5.330581642692797,5.45173110731818,680978368
2018-01-31,5.463846206665039,5.488076098987195,5.251834215581526,5.366926059690215,652879292
2018-02-01,5.409328460693359,5.597109969832833,5.403270843576301,5.5183626803695764,495420278
2018-02-02,5.421442985534668,5.4456728757281025,5.282121261343961,5.3608685488941585,525959497
2018-02-05,5.457788944244385,5.5062487320414695,5.2094323873627655,5.2094323873627655,571944075
2018-02-06,5.039822101593018,5.324523762700044,5.039822101593017,5.215488961066249,1055788696
2018-02-07,4.906557559967041,5.27000590438444,4.906557559967041,5.263948287555949,909354838
2018-02-08,4.894442558288574,4.98530450427791,4.809637940571755,4.98530450427791,686572198
2018-02-09,4.67637300491333,4.767235234935912,4.60368333643249,4.70060318325001,961231541
2018-02-12,4.670316219329834,4.761178459904337,4.615798817216512,4.724833621443156,509941889
2018-02-13,4.694546222686768,4.839925579970441,4.694546222686768,4.77935084776891,468793801
2018-02-14,4.906557559967041,4.961074378365049,4.730890426900696,4.755120316528522,533791022
2018-02-15,5.1367411613464355,5.142798778102705,4.991361825312735,5.027706948164225,522385492
2018-02-20,5.045878887176514,5.154913670836838,4.997419111702168,5.148856054481022,414637298
2018-02-21,5.185202121734619,5.20943201389611,5.064052083240973,5.100397210326306,358843456
2018-02-22,5.0822248458862305,5.14279928637725,5.064051993821357,5.1367416690222925,479772102
2018-02-23,5.11251163482666,5.179144268502082,5.0882817437681895,5.136741525885131,307480597
2018-02-26,5.1306843757629395,5.221546320851595,5.094339251115782,5.173086539779491,340706853
2018-02-27,5.076167106628418,5.215488836329556,5.033764941534363,5.215488836329556,501478452
2018-02-28,4.936844825744629,5.039822008114032,4.8823280036251,4.99741984279234,503887155
2018-03-01,4.979248046875,5.0155925984445995,4.852040961008937,4.888385512578537,437866880
2018-03-02,4.845983028411865,4.906558047341491,4.809638190359948,4.894442812481088,828348660
2018-03-05,4.712718486785889,4.833867943477315,4.69454592386063,4.815695380552056,568971276
2018-03-06,4.858098983764648,4.882328879392734,4.743006546266529,4.803581285336745,477478967
2018-03-07,4.858098983764648,4.997420739204573,4.82781118096483,4.833868799293422,470385565
2018-03-08,4.906557559967041,4.967131995193539,4.876270053510724,4.967131995193539,303070309
2018-03-09,4.967132568359375,4.979247803414354,4.912615165984376,4.961074950831885,236188184
2018-03-12,5.148857593536377,5.154915211702888,5.039822777284238,5.088282567243796,551332044
2018-03-13,5.20337438583374,5.2821216796197055,5.124627092047774,5.148856984159902,523052696
2018-03-14,5.1367411613464355,5.148856394858975,5.057994454259445,5.148856394858975,407125360
2018-03-15,5.142799377441406,5.16097222982807,5.057995043715101,5.0943395931160325,276157762
2018-03-16,5.148857593536377,5.148857593536377,5.094340185410307,5.10645542174333,442109248
2018-03-19,5.154914379119873,5.197316544064442,5.112511636489133,5.148856761931743,275872400
2018-03-20,5.100397109985352,5.148856893354974,5.057994943958478,5.148856893354974,333307458
2018-03-21,5.094338893890381,5.209431299130735,5.064051388422598,5.148856288195168,320658937
2018-03-22,5.00953483581543,5.179144066613163,4.991361984965347,5.130684286385239,331927028
2018-03-23,4.9004998207092285,4.9004998207092285,4.7854077034308675,4.791465031264959,557851691
2018-03-26,4.9610748291015625,4.9610748291015625,4.815695478126219,4.900500388371597,341191717
2018-03-27,5.003477573394775,5.057994974435644,4.967132446805467,5.057994974435644,300666458
2018-03-28,4.870213031768799,5.039822279887972,4.870213031768799,4.9671326021226125,381720282
2018-03-29,4.882328510284424,4.9489605738026485,4.821753486950594,4.906558404080709,373544634
2018-04-03,4.918672561645508,4.930787796154005,4.827810324733395,4.87627039623812,282360967
2018-04-04,4.73089075088501,4.942902444069166,4.73089075088501,4.918672552782009,310836582
2018-04-06,4.803580284118652,4.839925119985368,4.755120502963032,4.785408010606835,230207450
2018-04-09,4.8399248123168945,4.900499823753816,4.785407706403951,4.882327551397188,311587422
2018-04-10,4.942902565002441,4.979247691665485,4.797523213722649,4.797523213722649,457806728
2018-04-11,4.924729824066162,4.997419492821225,4.912614590430584,4.955017330468973,365439058
2018-04-12,4.918672561645508,4.9792475788156425,4.864155161729623,4.9792475788156425,203245824
2018-04-13,4.948959827423096,4.991361990750134,4.876270156996965,4.9853043737930856,228629139
2018-04-16,4.833868026733398,4.955017774354534,4.791465571739536,4.948960156994086,393746265
2018-04-17,4.779350280761719,4.870212512705956,4.755120390755665,4.8035801707677726,335700338
2018-04-18,4.833868026733398,4.8944427561224195,4.773293297344377,4.8944427561224195,301799615
2018-04-19,4.955018520355225,4.955018520355225,4.845983702196202,4.870213597599732,337182880
2018-04-20,4.882328510284424,4.955018191673279,4.85809861648814,4.955018191673279,227840100
2018-04-23,4.870213031768799,4.918672816945706,4.83992552161168,4.864155414200133,195582236
2018-04-24,4.979248046875,4.997420322659799,4.86415561897006,4.906558366049569,321995774
2018-04-25,4.906557559967041,4.967131995193539,4.870212436682233,4.967131995193539,226387660
2018-04-26,4.864154815673828,4.948959718141414,4.845982542890108,4.936844484494843,280036411
2018-04-27,4.894442558288574,4.936844722725442,4.845982776736106,4.936844722725442,212755644
2018-04-30,5.039822101593018,5.045879718947381,4.930787877645409,4.936844917313586,327959020
2018-05-02,4.985304355621338,5.045879369598722,4.930787536265069,5.039821752663753,236046555
2018-05-03,4.894442558288574,4.930787683296007,4.858098010967305,4.912614831949209,304084150
2018-05-04,4.8399248123168945,4.882327551397188,4.8278098677981225,4.864154701354439,325682556
2018-05-07,4.833868026733398,4.864155247006362,4.797523189099985,4.839925355250753,220578116
2018-05-08,4.888384819030762,4.912614709201583,4.82781009360371,4.845982655653363,225080556
2018-05-09,4.9004998207092285,4.906557437386382,4.8580976593414,4.870212315009584,169434536
2018-05-10,4.906557559967041,4.9489597223942035,4.876270053510724,4.924729832766377,182096592
2018-05-11,4.967132568359375,4.9913624607831295,4.936845058408131,4.955017910990599,252939474
2018-05-14,5.057994842529297,5.057994842529297,5.003477442910175,5.021649716887825,319548581
2018-05-15,5.00953483581543,5.1488565595491735,5.0034772188654015,5.106454396271277,329033136
2018-05-16,5.027707576751709,5.045879851606372,4.942902664619613,4.961074939474276,193639461
2018-05-17,4.942902565002441,5.076167259185346,4.942902565002441,5.076167259185346,214609649
2018-05-18,4.948959827423096,4.979247334522187,4.906557664096057,4.936844593508999,278111144
2018-05-21,4.955018520355225,5.039822865424442,4.955018520355225,4.973190797486303,235285671
2018-05-23,4.876269817352295,4.979246987704894,4.876269817352295,4.979246987704894,283508756
2018-05-24,4.894442558288574,4.912614831949209,4.86415505039674,4.900500175404173,192995884
2018-05-25,4.894442558288574,4.948959956956641,4.894442558288574,4.894442558288574,240872798
2018-05-28,4.9004998207092285,4.930787326408872,4.876269931686737,4.930787326408872,176651621
2018-05-29,4.833868026733398,4.88838513876197,4.815695463495145,4.87627048172726,303054788
2018-05-30,4.736948013305664,4.797522736986184,4.72483306856956,4.767235230724391,494907643
2018-05-31,4.797523498535156,4.797523498535156,4.73089114748797,4.755121040806381,1042778204
2018-06-01,4.821753025054932,4.833867970792533,4.785408187842126,4.8156954077645855,406326839
2018-06-04,4.936844825744629,4.942902442986635,4.852040495101245,4.8823280036251,363909713
2018-06-05,4.936844825744629,4.948960060228642,4.8823280036251,4.936844825744629,248533811
2018-06-06,4.930788040161133,4.967132590112834,4.912615187499076,4.9550179326910015,236393257
2018-06-07,4.997419834136963,5.015592108145332,4.948960051657195,4.985304599673933,370289926
2018-06-08,4.894442558288574,4.997419738509109,4.87627028462794,4.997419738509109,278292795
2018-06-11,4.882328510284424,4.906558404080709,4.85809861648814,4.900500786210079,217285356
2018-06-12,4.882328510284424,4.924730680006364,4.845983380746879,4.85809861648814,200255902
2018-06-13,4.821753025054932,4.870212808005338,4.8156954077645855,4.852040533820481,304506575
2018-06-14,4.76723575592041,4.809638211589693,4.755120809849629,4.7854083194481305,420736710
2018-06-15,4.718776226043701,4.773293630722998,4.718776226043701,4.755121066215528,590344274
2018-06-19,4.5733962059021,4.6642581488084005,4.54310869903795,4.561281260925054,659238783
2018-06-20,4.561281681060791,4.621856411525503,4.512821607845924,4.579453955778655,465261064
2018-06-21,4.494649410247803,4.62185649082788,4.470419517646179,4.591568980654299,480129352
2018-06-22,4.470418930053711,4.494648819470554,4.440131423861122,4.476476257986389,408772480
2018-06-25,4.428017616271973,4.5067649215206345,4.409845338964214,4.421960286783767,470804764
2018-06-26,4.421958923339844,4.458303755592124,4.361383914076326,4.421958923339844,433802737
2018-06-27,4.312924861907959,4.446189558052042,4.306867533270373,4.434074611933771,429255610
2018-06-28,4.288694858551025,4.325039695964142,4.240235075333537,4.325039695964142,484801714
2018-06-29,4.391671657562256,4.39772927435529,4.246292320646246,4.246292320646246,450558398
2018-07-03,4.3068671226501465,4.331097012576591,4.209947274101294,4.276579615820554,663830389
2018-07-04,4.270522594451904,4.355327215284783,4.258407648618636,4.300809814613529,376235821
2018-07-05,4.312924861907959,4.367442263861729,4.258407748797288,4.2705226949155595,392735141
2018-07-06,4.331097602844238,4.409844900258869,4.276580198658246,4.318982656229919,421525950
2018-07-09,4.417119026184082,4.474401646224097,4.378930713988647,4.391660151387126,302893950
2018-07-10,4.448942184448242,4.4871307977040376,4.423483311273517,4.4298481813140524,277025147
2018-07-11,4.359836101531982,4.3725655380410835,4.308918355495581,4.315283225496984,419335439
2018-07-12,4.423483371734619,4.487130859035087,4.340742184532693,4.347106751166513,426473645
2018-07-13,4.423483371734619,4.487130859035087,4.404389368339449,4.474401422273735,241877972
2018-07-16,4.40438985824585,4.455307610954906,4.359836672878552,4.40438985824585,227891917
2018-07-17,4.321648120880127,4.385295308269152,4.3089186834023225,4.372565870791347,281373159
2018-07-18,4.315282821655273,4.404388868880072,4.30891795224952,4.359835693520834,264449454
2018-07-19,4.264365196228027,4.353471555708806,4.264365196228027,4.347106685677161,291155565
2018-07-20,4.366201400756836,4.417119151798755,4.2070832770039726,4.258001028045891,524505493
2018-07-23,4.40438985824585,4.480766487309435,4.347107234701287,4.3852955492330805,468680487
2018-07-24,4.544414043426514,4.58260236102747,4.410754780076283,4.417119651423328,591469102
2018-07-25,4.576237201690674,4.6398843894658,4.550778326580623,4.6398843894658,272901479
2018-07-26,4.550778388977051,4.620790448236502,4.487131200329248,4.6144255776248535,280028284
2018-07-27,4.5253190994262695,4.56987197565603,4.487130789732029,4.5571425390912825,242032162
2018-07-30,4.531684398651123,4.569872714519707,4.487131515217988,4.487131515217988,202038697
2018-07-31,4.5253190994262695,4.544413102526536,4.468036483138055,4.493495356267548,276853883
2018-08-01,4.4998602867126465,4.595330910483199,4.468036543126654,4.563507470390919,279532339
2018-08-02,4.4107537269592285,4.487130647419062,4.366200852142499,4.455306905269657,364506267
2018-08-03,4.423483371734619,4.436212808495971,4.3534716212940445,4.391659931578098,279228506
2018-08-06,4.442578315734863,4.487131502535833,4.410754567520777,4.455307754321747,210997194
2018-08-07,4.493495464324951,4.499860334507238,4.42984827997066,4.4553071537123765,240441620
2018-08-08,4.474401950836182,4.5189548330171,4.436213332547183,4.5189548330171,322749156
2018-08-09,4.512590408325195,4.544413853247327,4.436213472825812,4.455307782574097,290529697
2018-08-10,4.468037128448486,4.525319753009926,4.455307690045251,4.506225443658196,159497373
2018-08-13,4.4107537269592285,4.436212599281274,4.372565418476161,4.372565418476161,259079773
2018-08-14,4.398025035858154,4.436213350810623,4.359836720905687,4.436213350810623,210324656
2018-08-15,4.321648120880127,4.404389616232724,4.296189245924517,4.398024745746957,384262111
2018-08-16,4.296188831329346,4.372565448825601,4.238906216460304,4.238906216460304,306680710
